Location,Stone No,Report No,Lab,Shape,Carats,Color,Clarity,Cut,Polish,Sym,Flour,Measurement,Diameter (MM),Depth %,Table %,Key To Symbols,Amount$,BGM
VN,G25-9066,7546324386,GIA,PRINCESS,0.5,I,VS2,,EX,EX,NON,4.32 * 4.32 * 3.17,-,73.4,70,"Crystal, Feather",272,NO BGM
IND,EY-329,694541703,GIA,PRINCESS,0.5,J,IF,,EX,EX,NON,4.24 * 4.22 * 3.14,-,74.4,70,,275.5,NO BGM
HK,BAQ-193,2528078479,GIA,PRINCESS,0.46,D,VS2,,EX,VG,NON,4.36 * 4.28 * 3.02,-,70.5,68,"Crystal, Feather, Cloud, Cavity",358.8,NO BGM
VN,G25-9174,2547332431,GIA,PRINCESS,0.46,E,VVS1,,EX,VG,NON,4.21 * 4.21 * 3.09,-,73.3,71,Internal Graining,474.72,NO BGM
IND,G25-6021,3545130558,GIA,PRINCESS,0.46,I,IF,,EX,VG,NON,4.25 * 4.21 * 3.04,-,72.2,68,Minor Details of Polish,349.6,NO BGM
HK,S25-2556,7548144245,GIA,PRINCESS,0.43,F,VS1,,EX,VG,NON,4.24 * 4.20 * 2.96,-,70.5,71,"Feather, Pinpoint",351.31,NO BGM
VN,S25-3716,7541265681,GIA,PRINCESS,0.43,G,VVS2,,EX,VG,NON,4.08 * 4.01 * 2.94,-,73.3,70,"Cloud, Pinpoint, Internal Graining",318.63,NO BGM
IND,S25-4215,1549326699,GIA,PRINCESS,0.42,G,VVS2,,EX,VG,NON,4.03 * 3.97 * 2.92,-,73.5,69,"Pinpoint, Cloud",319.2,NO BGM
HK,DI-380,2518466361,GIA,PRINCESS,0.42,J,IF,,EX,GD,MED,4.09 * 4.06 * 2.94,-,72.3,71,Minor Details of Polish,228.48,NO BGM
VN,S25-1922,2536991666,GIA,PRINCESS,0.41,E,SI2,,EX,VG,NON,4.15 * 4.14 * 2.94,-,71.2,69,Crystal,236.78,NO BGM
IND,S25-3577,7541257111,GIA,PRINCESS,0.41,F,VVS2,,EX,VG,MED,4.08 * 4.06 * 3.00,-,73.9,71,"Feather, Pinpoint",309.96,NO BGM
HK,G25-5854,6542110378,GIA,PRINCESS,0.41,F,VS2,,EX,VG,NON,4.10 * 3.95 * 2.92,-,74.1,70,"Crystal, Cloud, Feather",302.58,NO BGM
VN,S25-4240,6542332914,GIA,PRINCESS,0.41,H,VS1,,VG,VG,NON,4.19 * 4.11 * 2.96,-,72.2,71,"Feather, Pinpoint",306.68,NO BGM
IND,G25-7042,7548187888,GIA,PRINCESS,0.4,D,VVS2,,EX,VG,NON,4.03 * 4.01 * 2.95,-,73.6,71,"Pinpoint, Cloud",398.4,NO BGM
HK,G25-6015,7541130480,GIA,PRINCESS,0.4,E,VVS1,,EX,VG,MED,3.98 * 3.96 * 2.89,-,72.9,69,"Feather, Cavity",336,NO BGM
VN,G25-5820,1535863307,GIA,PRINCESS,0.4,E,VVS1,,EX,VG,MED,4.08 * 4.04 * 2.93,-,72.6,71,"Pinpoint, Feather, Chip",336,NO BGM
IND,S25-2571,7543144305,GIA,PRINCESS,0.4,F,VVS1,,EX,VG,FNT,4.03 * 3.94 * 2.94,-,74.7,68,Feather,340.4,NO BGM
HK,S25-2325,6542103647,GIA,PRINCESS,0.4,H,VVS2,,EX,VG,NON,3.96 * 3.96 * 2.91,-,73.6,67,"Pinpoint, Feather",295.2,NO BGM
VN,DI-441,7518486079,GIA,PRINCESS,0.4,J,IF,,VG,VG,MED,4.00 * 3.93 * 2.89,-,73.6,70,"Natural, Minor Details of Polish",230.4,NO BGM
IND,S25-2502,6541134271,GIA,PRINCESS,0.4,J,VVS1,,EX,VG,NON,3.92 * 3.83 * 2.91,-,75.9,71,Feather,246,NO BGM
HK,S25-1923,1538991652,GIA,PRINCESS,0.39,H,VS1,,EX,EX,NON,4.14 * 4.06 * 2.80,-,68.9,70,"Crystal, Cloud, Needle, Pinpoint",274.95,NO BGM
VN,G25-6018,6542122773,GIA,PRINCESS,0.37,H,IF,,EX,VG,FNT,3.92 * 3.90 * 2.84,-,72.7,70,Minor Details of Polish,273.06,NO BGM
IND,S25-2575,1543143998,GIA,PRINCESS,0.37,H,VS2,,EX,VG,NON,3.96 * 3.94 * 2.82,-,71.6,68,"Cloud, Crystal, Feather",248.64,NO BGM
HK,G25-5889,1545110368,GIA,PRINCESS,0.36,E,VVS1,,EX,EX,FNT,3.87 * 3.85 * 2.79,-,72.5,69,Pinpoint,302.4,NO BGM
VN,G25-6343,7542150719,GIA,PRINCESS,0.35,E,VS2,,EX,VG,NON,3.85 * 3.83 * 2.77,-,72.3,70,"Crystal, Feather",261.8,NO BGM
IND,G25-5338,2547085468,GIA,PRINCESS,0.35,F,VVS2,,EX,VG,NON,3.87 * 3.85 * 2.80,-,72.7,69,"Pinpoint, Feather",283.5,NO BGM
HK,G25-7404,2547224617,GIA,PRINCESS,0.35,G,VVS2,,EX,EX,NON,3.87 * 3.86 * 2.79,-,72.2,69,Cloud,273.7,NO BGM
VN,G25-6725,6541174676,GIA,PRINCESS,0.35,H,IF,,EX,VG,NON,3.88 * 3.86 * 2.77,-,71.8,71,Minor Details of Polish,277.2,NO BGM
IND,HU-24,1537042251,GIA,PRINCESS,0.34,D,VVS2,,EX,VG,NON,3.87 * 3.86 * 2.77,-,71.7,69,"Feather, Needle, Pinpoint, Internal Graining",292.74,NO BGM
HK,BBE-400,6522645065,GIA,PRINCESS,0.34,E,VS1,,EX,VG,NON,4.00 * 3.94 * 2.74,-,69.6,71,"Crystal, Feather, Cloud, Pinpoint",263.16,NO BGM
VN,S25-3215,5546224964,GIA,PRINCESS,0.34,F,VVS1,,EX,VG,NON,3.79 * 3.72 * 2.74,-,73.6,68,Cloud,277.78,NO BGM
IND,S25-2326,1549103942,GIA,PRINCESS,0.33,G,VVS1,,EX,VG,NON,3.73 * 3.70 * 2.72,-,73.5,68,"Pinpoint, Feather, Indented Natural",267.3,NO BGM
HK,G25-2982,7536900621,GIA,PRINCESS,0.33,G,VVS1,,EX,VG,NON,3.82 * 3.78 * 2.73,-,72.2,70,"Pinpoint, Cloud, Cavity",267.3,NO BGM
VN,IN25-463,5536653843,GIA,PRINCESS,0.32,D,VVS1,,EX,VG,NON,3.80 * 3.79 * 2.71,-,71.5,69,"Pinpoint, Internal Graining",294.4,NO BGM
IND,GR-35,1529403482,GIA,EMERALD,2.03,D,VS2,,EX,EX,STG,7.00 * 6.95 * 4.59,-,66.1,65,"Crystal, Natural",9581.6,NO BGM
HK,G25-6764,2546188089,GIA,EMERALD,2.01,J,VS1,,EX,VG,FNT,6.87 * 6.64 * 4.56,-,68.6,67,"Crystal, Pinpoint",5726.49,NO BGM
VN,G25-6761,6542178357,GIA,EMERALD,2,G,SI1,,EX,EX,FNT,6.95 * 6.86 * 4.62,-,67.4,67,"Cloud, Crystal, Natural",7918,NO BGM
IND,G25-7423,5543225407,GIA,EMERALD,2,J,VVS2,,EX,EX,FNT,6.99 * 6.83 * 4.61,-,67.5,67,"Needle, Pinpoint, Cloud, Natural",5346,NO BGM
HK,G25-7311,3545216096,GIA,EMERALD,1.72,G,VS2,,EX,EX,NON,6.63 * 6.60 * 4.35,-,65.9,65,"Crystal, Needle",5923.68,NO BGM
VN,G25-7044,5546182952,GIA,EMERALD,1.72,I,SI2,,EX,EX,NON,6.69 * 6.66 * 4.45,-,66.9,62,"Twinning Wisp, Crystal",3219.84,NO BGM
IND,S25-1179,1538888183,GIA,EMERALD,1.67,H,SI1,,EX,EX,NON,6.41 * 6.30 * 4.21,-,66.9,63,"Crystal, Pinpoint",3675.67,NO BGM
HK,G25-8155,7546265463,GIA,EMERALD,1.51,I,VS1,,EX,VG,NON,6.32 * 6.21 * 4.23,-,68.1,63,"Feather, Cloud, Pinpoint",3337.1,NO BGM
VN,S25-571,2534780674,GIA,EMERALD,1.51,I,SI1,,EX,VG,NON,6.26 * 6.02 * 3.99,-,66.3,63,"Crystal, Cloud, Feather, Needle, Indented Natural, Natural",2875.04,NO BGM
IND,S25-1177,3535874527,GIA,EMERALD,1.5,G,SI1,,EX,VG,FNT,6.27 * 6.07 * 4.07,-,67,66,"Feather, Crystal, Cloud, Needle, Indented Natural",3216,NO BGM
HK,G25-7721,2546249538,GIA,EMERALD,1.5,H,VVS2,,EX,EX,NON,6.27 * 6.16 * 4.16,-,67.5,66,"Cloud, Pinpoint",4158,NO BGM
VN,DX-43,2517498650,GIA,EMERALD,1.5,H,VS2,,EX,EX,NON,6.34 * 6.22 * 4.19,-,67.4,66,"Cloud, Crystal, Cavity, Feather, Needle, Natural",3035.25,NO BGM
IND,S25-226,7536700127,GIA,EMERALD,1.1,J,SI1,,EX,VG,NON,5.50 * 5.44 * 3.60,-,66.1,64,"Crystal, Cloud, Feather",1052.7,NO BGM
HK,HI-3,2527720844,GIA,EMERALD,1.07,F,SI1,,EX,EX,NON,5.65 * 5.61 * 3.70,-,65.9,65,"Cloud, Crystal, Needle",1091.4,NO BGM
VN,BBG-164,1529597395,GIA,EMERALD,1.05,H,VS2,,EX,EX,NON,5.41 * 5.38 * 3.61,-,67,66,"Cloud, Crystal, Needle, Natural",1190.7,NO BGM
IND,BBI-221,5523791593,GIA,EMERALD,1.05,I,VS1,,EX,EX,NON,5.46 * 5.45 * 3.67,-,67.3,65,"Feather, Pinpoint, Cloud, Natural",1064.7,NO BGM
HK,BBG-178,1528744177,GIA,EMERALD,1.04,I,VS2,,VG,VG,NON,5.42 * 5.42 * 3.58,-,66.1,66,"Crystal, Cloud, Needle",962,NO BGM
VN,BAZ-80,6522377222,GIA,EMERALD,1.03,D,VVS2,,EX,VG,STG,5.49 * 5.28 * 3.58,-,67.8,67,"Pinpoint, Indented Natural",1722.16,NO BGM
IND,BCH-122,5536659630,GIA,EMERALD,1.03,D,VS1,,EX,VG,VSTG,5.36 * 5.27 * 3.53,-,67,66,"Crystal, Needle, Pinpoint, Natural",1449.21,NO BGM
HK,BBI-411,1527646233,GIA,EMERALD,1.02,F,VVS2,,VG,EX,MED,5.40 * 5.20 * 3.55,-,68.3,69,"Feather, Pinpoint, Cloud, Natural",1566.72,NO BGM
VN,BBG-170,6522828874,GIA,EMERALD,1.02,F,VVS2,,VG,VG,NON,5.47 * 5.27 * 3.61,-,68.5,63,"Feather, Pinpoint, Cloud",1893.12,NO BGM
IND,G25-3882,1535976124,GIA,EMERALD,1.02,G,SI1,,EX,EX,NON,5.55 * 5.49 * 3.70,-,67.4,63,"Cloud, Crystal, Needle",1027.14,NO BGM
HK,HV-155,2536151903,GIA,EMERALD,1.01,D,VS1,,EX,VG,NON,5.60 * 5.37 * 3.66,-,68.1,64,"Crystal, Feather, Cloud, Needle",1793.26,NO BGM
VN,BAU-29,6522227387,GIA,EMERALD,1.01,E,VVS2,,EX,VG,FNT,5.49 * 5.28 * 3.61,-,68.5,68,"Needle, Feather, Pinpoint",1811.94,NO BGM
IND,G25-984,1533728302,GIA,EMERALD,1.01,E,SI2,,EX,EX,NON,5.57 * 5.56 * 3.73,-,67.1,65,"Crystal, Needle, Indented Natural",990.3,NO BGM
HK,BAQ-40,1523003134,GIA,EMERALD,1.01,F,VS2,,EX,EX,NON,5.46 * 5.36 * 3.61,-,67.4,67,"Crystal, Cloud, Needle, Natural",1442.28,NO BGM
VN,S25-450,1535750296,GIA,EMERALD,1.01,G,IF,,EX,VG,NON,5.41 * 5.22 * 3.55,-,67.9,67,,1799.82,NO BGM
IND,GD-875,6522595858,GIA,EMERALD,1.01,G,IF,,EX,VG,NON,5.50 * 5.40 * 3.69,-,68.4,62,,1799.82,NO BGM
HK,BBQ-245,6531137323,GIA,EMERALD,1.01,G,VS2,,EX,VG,NON,5.28 * 5.18 * 3.49,-,67.4,65,"Crystal, Feather, Cloud, Needle",1260.48,NO BGM
VN,BBZ-248,7533269475,GIA,EMERALD,1.01,H,VS2,,EX,VG,NON,5.44 * 5.25 * 3.56,-,67.9,67,"Crystal, Cloud, Feather, Needle, Indented Natural, Natural",1102.92,NO BGM
IND,S25-69,2537694068,GIA,EMERALD,1.01,H,VS2,,EX,VG,NON,5.38 * 5.25 * 3.57,-,68,63,"Cloud, Crystal, Feather, Needle",1102.92,NO BGM
HK,BAP-44,7511989862,GIA,EMERALD,1.01,H,SI1,,EX,VG,NON,5.41 * 5.25 * 3.58,-,68.2,68,"Cloud, Crystal, Feather, Needle, Indented Natural, Natural",945.36,NO BGM
VN,BAX-17,2526554605,GIA,EMERALD,1.01,I,VVS2,,EX,VG,FNT,5.43 * 5.34 * 3.58,-,67.1,64,"Feather, Pinpoint",1018.08,NO BGM
IND,BBZ-114,6532300364,GIA,EMERALD,1.01,I,VS2,,EX,EX,NON,5.38 * 5.28 * 3.55,-,67.3,63,"Cloud, Crystal, Needle, Natural",971.62,NO BGM
HK,BCE-14,6535597171,GIA,EMERALD,1.01,I,VS2,,EX,VG,NON,5.49 * 5.28 * 3.60,-,68.2,65,"Crystal, Feather, Pinpoint",896.88,NO BGM
VN,S25-8,2536688396,GIA,EMERALD,1.01,K,VS1,,EX,VG,NON,5.38 * 5.22 * 3.57,-,68.4,68,Feather,820.12,NO BGM
IND,G25-6368,6542159096,GIA,EMERALD,1.01,K,VS1,,EX,VG,NON,5.50 * 5.46 * 3.73,-,68.2,65,"Crystal, Feather, Needle, Pinpoint, Natural",763.56,NO BGM
HK,IK25-1,7532550914,GIA,EMERALD,1.01,K,SI1,,EX,VG,FNT,5.53 * 5.42 * 3.72,-,68.6,66,"Cloud, Crystal, Feather, Needle",678.72,NO BGM
VN,FL-155,5513981832,GIA,EMERALD,1,D,VS1,,EX,VG,FNT,5.47 * 5.42 * 3.66,-,67.5,65,"Crystal, Needle, Pinpoint, Natural",1675,NO BGM
IND,G25-3760,1533966913,GIA,EMERALD,1,D,VS1,,EX,EX,NON,5.56 * 5.39 * 3.68,-,68.3,67,"Crystal, Feather, Needle, Pinpoint",1842.5,NO BGM
HK,HV-109,1539158073,GIA,EMERALD,1,D,VS2,,EX,EX,FNT,5.52 * 5.50 * 3.68,-,66.9,67,"Crystal, Needle",1482,NO BGM
VN,S25-1161,6532884041,GIA,EMERALD,1,E,VVS1,,EX,VG,NON,5.29 * 5.25 * 3.57,-,68.1,66,"Pinpoint, Feather",2250,NO BGM
IND,FX-133,6522333731,GIA,EMERALD,1,E,VVS2,,EX,VG,FNT,5.42 * 5.41 * 3.66,-,67.7,64,"Needle, Pinpoint",1863,NO BGM
HK,BAU-145,1525265055,GIA,EMERALD,1,E,VVS2,,VG,GD,NON,5.46 * 5.26 * 3.61,-,68.6,64,"Feather, Pinpoint, Cloud, Extra Facet",1863,NO BGM
VN,HA-39,6525735211,GIA,EMERALD,1,E,VS1,,EX,VG,NON,5.46 * 5.40 * 3.67,-,67.9,67,"Feather, Needle, Cloud, Pinpoint",1705,NO BGM
IND,BBW-10,7531213850,GIA,EMERALD,1,E,SI1,,EX,EX,NON,5.47 * 5.25 * 3.54,-,67.5,65,"Cloud, Crystal, Feather, Needle, Indented Natural",1096.5,NO BGM
HK,G25-3649,6535958944,GIA,EMERALD,1,F,VS2,,EX,GD,NON,5.40 * 5.37 * 3.68,-,68.6,68,"Crystal, Needle, Natural",1326,NO BGM
VN,BAQ-215,1523077224,GIA,EMERALD,1,G,SI1,,EX,EX,NON,5.35 * 5.33 * 3.61,-,67.7,69,"Cloud, Crystal, Feather, Indented Natural, Needle",969,NO BGM
IND,S25-1162,6531884045,GIA,EMERALD,1,G,SI1,,EX,VG,NON,5.59 * 5.47 * 3.38,-,61.9,66,"Cloud, Feather, Crystal, Needle",931,NO BGM
HK,BBZ-189,3535239073,GIA,EMERALD,1,H,VS1,,EX,VG,NON,5.35 * 5.15 * 3.53,-,68.7,67,"Crystal, Cloud, Needle, Natural",1196,NO BGM
VN,BBI-70,6521768580,GIA,EMERALD,1,H,VS1,,EX,VG,NON,5.46 * 5.25 * 3.61,-,68.8,68,"Cloud, Crystal, Needle, Indented Natural",1150,NO BGM
IND,IB25-56,1538158036,GIA,EMERALD,1,I,VVS1,,VG,VG,NON,5.50 * 5.41 * 3.69,-,68.1,66,"Pinpoint, Natural",1100,NO BGM
HK,BAV-311,1529239296,GIA,EMERALD,1,I,VS2,,VG,GD,NON,5.38 * 5.18 * 3.56,-,68.6,64,"Cloud, Crystal, Feather, Needle, Knot, Indented Natural, Natural, Extra Facet",851,NO BGM
VN,S25-446,2538856874,GIA,EMERALD,1,J,VVS2,,EX,VG,NON,5.40 * 5.22 * 3.58,-,68.6,65,"Pinpoint, Feather",1008,NO BGM
IND,S25-1160,3535884188,GIA,EMERALD,1,J,VVS2,,EX,GD,NON,5.32 * 5.25 * 3.59,-,68.5,63,"Pinpoint, Natural, Extra Facet",936,NO BGM
HK,S25-1295,2536917844,GIA,EMERALD,1,K,VS2,,EX,VG,NON,5.38 * 5.29 * 3.55,-,67.1,64,"Cloud, Crystal, Indented Natural, Natural",754,NO BGM
VN,BBZ-103,7536310248,GIA,EMERALD,1,K,SI1,,EX,VG,NON,5.32 * 5.17 * 3.55,-,68.7,66,"Twinning Wisp, Cloud, Crystal, Feather, Needle",720,NO BGM
IND,S25-3978,7546294689,GIA,EMERALD,0.94,G,VS1,,EX,VG,NON,5.38 * 5.28 * 3.55,-,67.2,65,"Feather, Pinpoint",1131.76,NO BGM
HK,IC25-34,7536183771,GIA,EMERALD,0.94,G,VS2,,EX,VG,NON,5.34 * 5.33 * 3.58,-,67.3,67,"Crystal, Cloud",1000.16,NO BGM
VN,IM25-213,5536657794,GIA,EMERALD,0.93,F,VVS1,,EX,EX,MED,5.39 * 5.38 * 3.61,-,67.2,67,"Pinpoint, Feather, Surface Graining",1209,NO BGM
IND,BBO-69,7528849352,GIA,EMERALD,0.93,F,VVS2,,EX,EX,MED,5.27 * 5.08 * 3.47,-,68.4,67,"Pinpoint, Needle, Surface Graining",1093.68,NO BGM
HK,S25-3020,1547197552,GIA,EMERALD,0.93,I,VS2,,EX,EX,NON,5.29 * 5.22 * 3.51,-,67.3,65,"Cloud, Crystal, Feather",836.07,NO BGM
VN,S25-439,6531866504,GIA,EMERALD,0.93,J,SI1,,EX,EX,NON,5.17 * 5.11 * 3.44,-,67.3,67,"Cloud, Crystal",669.6,NO BGM
IND,BCC-357,1537633570,GIA,EMERALD,0.92,D,VVS1,,EX,EX,MED,5.25 * 5.22 * 3.47,-,66.5,64,Pinpoint,1449,NO BGM
HK,IN25-22,2537583318,GIA,EMERALD,0.92,D,VS2,,EX,EX,NON,5.35 * 5.30 * 3.55,-,66.9,66,"Crystal, Cloud, Feather",1214.4,NO BGM
VN,BBO-182,5523975568,GIA,EMERALD,0.92,D,SI1,,EX,VG,NON,5.25 * 5.18 * 3.48,-,67.2,67,Crystal,987.16,NO BGM
IND,BCC-63,1537484961,GIA,EMERALD,0.92,E,VS1,,EX,VG,FNT,5.28 * 5.20 * 3.39,-,65.1,66,"Crystal, Pinpoint",1172.08,NO BGM
HK,BBQ-84,1539032462,GIA,EMERALD,0.92,E,SI1,,EX,VG,NON,5.33 * 5.27 * 3.54,-,67.1,64,"Crystal, Cloud",933.8,NO BGM
VN,BBZ-285,1533333296,GIA,EMERALD,0.92,E,SI2,,EX,VG,NON,5.26 * 5.18 * 3.46,-,66.7,62,"Cloud, Crystal, Feather",827.08,NO BGM
IND,G25-2307,7536875910,GIA,EMERALD,0.92,F,VVS2,,EX,EX,FNT,5.29 * 5.22 * 3.57,-,68.4,66,"Needle, Cloud, Pinpoint, Natural",1217.16,NO BGM
HK,HE-1,2526492520,GIA,EMERALD,0.92,F,VS2,,EX,VG,NON,5.36 * 5.35 * 3.53,-,66,65,"Needle, Cloud, Feather",1104,NO BGM
VN,S25-434,7536779348,GIA,EMERALD,0.92,H,VS1,,EX,EX,NON,5.24 * 5.23 * 3.50,-,67,63,"Feather, Cloud",1004.64,NO BGM
IND,BCH-114,2537680288,GIA,EMERALD,0.91,D,SI1,,EX,EX,NON,5.26 * 5.07 * 3.35,-,66,65,Crystal,976.43,NO BGM
HK,BCD-6,6532618204,GIA,EMERALD,0.91,E,VVS2,,EX,VG,NON,5.26 * 5.15 * 3.48,-,67.4,62,"Needle, Pinpoint, Cloud, Natural",1324.96,NO BGM
VN,S25-2821,2546174802,GIA,EMERALD,0.91,G,VS1,,EX,VG,NON,5.17 * 5.15 * 3.45,-,67,67,"Cloud, Crystal, Feather, Pinpoint",1095.64,NO BGM
IND,S25-1269,7538907529,GIA,EMERALD,0.91,G,VS2,,EX,VG,NON,5.28 * 5.08 * 3.44,-,67.7,63,"Cloud, Crystal, Feather",933.66,NO BGM
HK,S25-912,1535866862,GIA,EMERALD,0.91,H,VS1,,EX,VG,NON,5.11 * 5.05 * 3.40,-,67.3,66,"Crystal, Feather, Pinpoint",958.23,NO BGM
VN,S25-1598,5536953364,GIA,EMERALD,0.91,H,VS1,,EX,VG,FNT,5.29 * 5.28 * 3.48,-,65.8,64,"Crystal, Pinpoint",887.25,NO BGM
IND,BBE-211,1527577253,GIA,EMERALD,0.91,H,VS2,,EX,VG,NON,5.34 * 5.29 * 3.52,-,66.5,62,Crystal,923.65,NO BGM
HK,ARW-41,7431778366,GIA,EMERALD,0.91,J,VS1,,EX,VG,NON,5.27 * 5.03 * 3.52,-,70,59,FEATHER,682.5,NO BGM
VN,BAU-65,2526220991,GIA,EMERALD,0.9,D,VS2,,EX,VG,NON,5.29 * 5.19 * 3.48,-,67,65,"Crystal, Feather",1148.4,NO BGM
IND,FL-123,1232569211,GIA,EMERALD,0.9,D,VS2,,EX,VG,NON,5.28 * 5.18 * 3.54,-,68.5,65,"Cloud, Crystal",1108.8,NO BGM
HK,GZ-36,6522453248,GIA,EMERALD,0.9,E,VVS1,,EX,VG,NON,5.31 * 5.21 * 3.54,-,67.9,68,"Pinpoint, Feather",1487.7,NO BGM
VN,BCC-518,1535482016,GIA,EMERALD,0.9,E,VVS1,,EX,VG,FNT,5.06 * 5.04 * 3.44,-,68.2,69,"Pinpoint, Feather",1385.1,NO BGM
IND,GQ-202,2536359132,GIA,EMERALD,0.9,E,VS1,,EX,EX,FNT,5.43 * 5.25 * 3.45,-,65.7,66,"Crystal, Pinpoint",1146.6,NO BGM
HK,IP25-233,6531553231,GIA,EMERALD,0.9,E,VS2,,EX,EX,NON,5.30 * 5.23 * 3.53,-,67.5,66,"Crystal, Cloud",1096.2,NO BGM
VN,BBQ-184,5536110364,GIA,EMERALD,0.9,E,SI2,,EX,VG,NON,5.29 * 5.22 * 3.47,-,66.5,66,Crystal,809.1,NO BGM
IND,GM-145,2534154692,GIA,EMERALD,0.9,F,VVS1,,EX,VG,NON,5.32 * 5.27 * 3.55,-,67.4,65,Pinpoint,1404,NO BGM
HK,G25-26,6535692155,GIA,EMERALD,0.9,F,VVS1,,EX,VG,FNT,5.22 * 5.22 * 3.58,-,68.7,69,"Needle, Pinpoint",1263.6,NO BGM
VN,HU-303,3535100646,GIA,EMERALD,0.9,F,VS1,,VG,EX,NON,5.35 * 5.30 * 3.49,-,65.8,66,"Crystal, Cloud, Feather, Needle",1242,NO BGM
IND,G25-4834,5533863496,GIA,EMERALD,0.9,G,VVS1,,EX,VG,NON,5.31 * 5.24 * 3.54,-,67.6,67,Feather,1190.7,NO BGM
HK,G25-2935,7538907629,GIA,EMERALD,0.9,G,VVS2,,EX,EX,NON,5.28 * 5.26 * 3.55,-,67.5,66,Feather,1159.2,NO BGM
VN,FK-45,5232582554,GIA,EMERALD,0.9,G,VS2,,EX,VG,NON,5.27 * 5.23 * 3.52,-,67.3,66,"Cloud, Feather",957.6,NO BGM
IND,BCC-106,6535484606,GIA,EMERALD,0.9,G,SI1,,EX,VG,NON,5.25 * 5.06 * 3.41,-,67.4,64,"Cloud, Crystal, Feather",777.6,NO BGM
HK,G25-2618,3535874496,GIA,EMERALD,0.9,H,VVS1,,EX,EX,MED,5.30 * 5.27 * 3.55,-,67.4,66,Feather,972,NO BGM
VN,G25-3095,5536916351,GIA,EMERALD,0.9,H,VVS1,,EX,VG,NON,5.37 * 5.26 * 3.55,-,67.4,65,Feather,1093.5,NO BGM
IND,S25-1577,1535956463,GIA,EMERALD,0.9,H,VS1,,EX,EX,FNT,5.32 * 5.29 * 3.49,-,66.1,67,"Crystal, Feather, Pinpoint",912.6,NO BGM
HK,S25-3144,2548208059,GIA,EMERALD,0.9,H,VS2,,VG,VG,NON,5.26 * 5.15 * 3.52,-,68.4,69,"Cloud, Feather",882,NO BGM
VN,FL-49,5232569203,GIA,EMERALD,0.9,H,SI1,,VG,VG,NON,5.35 * 5.16 * 3.53,-,68.5,64,"Crystal, Cloud",729,NO BGM
IND,S25-1385,2536922919,GIA,EMERALD,0.9,J,VVS1,,EX,VG,NON,5.17 * 5.08 * 3.45,-,68,65,Feather,795.6,NO BGM
HK,BBI-216,2524755912,GIA,EMERALD,0.9,K,VVS1,,VG,VG,NON,5.10 * 5.01 * 3.43,-,68.5,66,Feather,655.2,NO BGM
VN,S25-3678,2546265676,GIA,EMERALD,0.88,E,VS1,,EX,EX,NON,5.28 * 5.20 * 3.44,-,66.2,64,"Feather, Cloud",1170.4,NO BGM
IND,DI-49,2517378608,GIA,EMERALD,0.85,I,VS1,,EX,EX,NON,5.21 * 5.21 * 3.42,-,65.7,64,"Crystal, Feather",743.75,NO BGM
HK,G25-4461,2547013049,GIA,EMERALD,0.83,E,VS2,,EX,EX,NON,5.23 * 5.21 * 3.43,-,65.9,64,"Crystal, Feather",1009.28,NO BGM
VN,GD-393,6522620163,GIA,EMERALD,0.83,I,VVS2,,EX,EX,NON,5.16 * 5.15 * 3.44,-,66.9,65,"Pinpoint, Surface Graining",784.35,NO BGM
IND,S25-2938,1548188527,GIA,EMERALD,0.82,D,VVS2,,EX,EX,NON,5.10 * 5.09 * 3.39,-,66.6,67,Pinpoint,1213.6,NO BGM
HK,S25-2720,1543165466,GIA,EMERALD,0.82,F,VVS2,,EX,VG,FNT,5.16 * 5.11 * 3.37,-,66,67,Pinpoint,1033.2,NO BGM
VN,G25-9100,6542324533,GIA,EMERALD,0.82,F,VS1,,EX,VG,NON,5.19 * 5.16 * 3.34,-,64.7,67,"Crystal, Cloud",1001.22,NO BGM
IND,HY-88,1539154549,GIA,EMERALD,0.82,G,VS2,,EX,EX,NON,5.12 * 5.10 * 3.41,-,67,66,"Crystal, Cloud, Feather",872.48,NO BGM
HK,S25-891,6532856127,GIA,EMERALD,0.81,E,VS2,,EX,VG,NON,5.01 * 4.98 * 3.35,-,67.3,66,"Needle, Cloud",959.04,NO BGM
VN,G25-1086,7533741919,GIA,EMERALD,0.81,E,VS2,,EX,EX,NON,5.13 * 4.98 * 3.40,-,68.4,62,"Crystal, Cloud, Feather",959.04,NO BGM
IND,S25-2718,1545165546,GIA,EMERALD,0.81,E,SI1,,EX,VG,NON,4.99 * 4.96 * 3.40,-,68.7,67,Crystal,737.1,NO BGM
HK,G25-7620,6545234256,GIA,EMERALD,0.81,G,VS1,,EX,EX,FNT,5.20 * 5.17 * 3.39,-,65.5,63,"Crystal, Feather, Pinpoint",878.85,NO BGM
VN,S25-3997,1545302471,GIA,EMERALD,0.81,G,VS2,,EX,VG,MED,5.02 * 4.96 * 3.34,-,67.2,64,Crystal,703.08,NO BGM
IND,G25-3900,6535980994,GIA,EMERALD,0.81,G,SI1,,EX,EX,NON,5.13 * 5.10 * 3.40,-,66.6,66,"Cloud, Feather",641.52,NO BGM
HK,G25-9143,7548256480,GIA,EMERALD,0.81,G,SI1,,EX,EX,NON,5.14 * 5.07 * 3.37,-,66.4,67,Crystal,623.7,NO BGM
VN,G25-2315,5536880937,GIA,EMERALD,0.81,H,VS2,,EX,EX,STG,5.11 * 5.05 * 3.41,-,67.4,66,Feather,597.38,NO BGM
